type,name,elevation_ft,iso_country,municipality,iata_code,coordinates
small_airport,Utirik Airport,4.0,MH,Utirik Island,UTK,"169.852005, 11.222"
small_airport,Ocean Reef Club Airport,8.0,US,Key Largo,OCA,"-80.274803161621, 25.325399398804"
small_airport,Pilot Station Airport,305.0,US,Pilot Station,PQS,"-162.899994, 61.934601"
small_airport,Crested Butte Airpark,8980.0,US,Crested Butte,CSE,"-106.928341, 38.851918"
small_airport,LBJ Ranch Airport,1515.0,US,Johnson City,JCY,"-98.62249755859999, 30.251800537100003"
small_airport,Metropolitan Airport,418.0,US,Palmer,PMX,"-72.31140136719999, 42.223300933800004"
seaplane_base,Loring Seaplane Base,0.0,US,Loring,WLR,"-131.636993408, 55.6012992859"
small_airport,Nunapitchuk Airport,12.0,US,Nunapitchuk,NUP,"-162.440454, 60.905591"
seaplane_base,Port Alice Seaplane Base,0.0,US,Port Alice,PTC,"-133.597, 55.803"
small_airport,Icy Bay Airport,50.0,US,Icy Bay,ICY,"-141.662002563, 59.96900177"
seaplane_base,Port Protection Seaplane Base,0.0,US,Port Protection,PPV,"-133.61000061035, 56.328800201416"
small_airport,Kalakaket Creek AS Airport,1598.0,US,Kalakaket Creek,KKK,"-156.820392609, 64.4166256967"
small_airport,Dunsmuir Muni-Mott Airport,3258.0,US,Dunsmuir,MHS,"-122.272003, 41.263199"
small_airport,Chase Field Industrial Airport,190.0,US,Beeville,NIR,"-97.661917, 28.362444"
small_airport,Grand Canyon Bar Ten Airstrip,4100.0,US,Whitmore,GCT,"-113.231003, 36.259701"
seaplane_base,Ellamar Seaplane Base,0.0,US,Ellamar,ELW,"-146.704038, 60.893818"
small_airport,Lime Village Airport,552.0,US,Lime Village,LVD,"-155.440002441, 61.3591003418"
small_airport,Hog River Airport,534.0,US,Hogatza,HGZ,"-155.6690063, 66.2161026"
small_airport,Ed-Air Airport,426.0,US,Oaktown,OTN,"-87.4997024536, 38.851398468"
small_airport,Telida Airport,650.0,US,Telida,TLF,"-153.26899719238, 63.393901824951"
small_airport,Eagle Air Park,15.0,US,Brazoria,BZT,"-95.579696655273, 28.982200622559"
seaplane_base,Entrance Island Seaplane Base,0.0,US,Entrance Island,HBH,"-133.43848, 57.412201"
seaplane_base,False Island Seaplane Base,,US,False Island,FAK,"-135.212997437, 57.5321998596"
small_airport,Blakely Island Airport,66.0,US,Blakely Island,BYW,"-122.825996399, 48.578998565700005"
small_airport,Drift River Airport,30.0,US,Kenai,DRF,"-152.162002563, 60.588901519800004"
small_airport,Rinkenberger Restricted Landing Area,808.0,US,Bradford,BDF,"-89.61569976810001, 41.230899810800004"
small_airport,Roy Otten Memorial Airfield,1030.0,US,Versailles,VRS,"-92.875198364258, 38.427799224854"
seaplane_base,Golden Horn Lodge Seaplane Base,91.0,US,Golden Horn Lodge,GDH,"-158.875, 59.7470016479"
small_airport,Atmautluak Airport,17.0,US,Atmautluak,ATT,"-162.272995, 60.866699"
small_airport,Livengood Camp Airport,425.0,US,Livengood,LIV,"-148.6534, 65.467"
small_airport,Pedro Bay Airport,45.0,US,Pedro Bay,PDB,"-154.12399292, 59.7896003723"
small_airport,Ouzinkie Airport,55.0,US,Ouzinkie,KOZ,"-152.496715, 57.925362"
small_airport,Tununak Airport,14.0,US,Tununak,TNK,"-165.27200317383, 60.575500488281"
closed,Ben Bruce Memorial Airpark,44.0,US,Evadale,EVA,"-94.07350158690001, 30.3209991455"
seaplane_base,Hyder Seaplane Base,,US,Hyder,WHD,"-130.009975, 55.903324"
seaplane_base,Tokeen Seaplane Base,,US,Tokeen,TKI,"-133.32699585, 55.9370994568"
medium_airport,Aleknagik / New Airport,66.0,US,Aleknagik,WKK,"-158.617996216, 59.2826004028"
seaplane_base,Ketchikan Harbor Seaplane Base,,US,Ketchikan,WFB,"-131.677002, 55.349899"
small_airport,Naknek Airport,70.0,US,Naknek,NNK,"-157.02000427246, 58.732898712158"
seaplane_base,Lake Brooks Seaplane Base,36.0,US,Katmai National Park,BKF,"-155.77699279785, 58.554798126221"
small_airport,Southern Seaplane Airport,,US,Belle Chasse,BCS,"-90.0222015381, 29.8661003113"
heliport,Catalina Air-Sea Terminal Heliport,5.0,US,San Pedro,SPQ,"-118.275001526, 33.7491989136"
heliport,East 34th Street Heliport,10.0,US,New York,TSS,"-73.97209930419922, 40.74259948730469"
seaplane_base,New York Skyports Inc Seaplane Base,,US,New York,QNY,"-73.9729, 40.734001"
small_airport,Earl Henry Airport,1054.0,US,Blackwell,BWL,"-97.3170013428, 36.7958984375"
seaplane_base,Yes Bay Lodge Seaplane Base,,US,Yes Bay,WYB,"-131.800994873, 55.9163017273"
small_airport,Center Island Airport,115.0,US,Center Island,CWS,"-122.832000732, 48.4901008606"
small_airport,Tatitlek Airport,62.0,US,Tatitlek,TEK,"-146.690297, 60.871449"
small_airport,Pine Island Airport,16.0,US,Corolla,DUF,"-75.7884979248, 36.2535018921"
small_airport,Stuart Island Airpark,10.0,US,Stuart Island,SSW,"-123.17600250244, 48.672901153564"
small_airport,Fort Bragg Airport,71.0,US,Fort Bragg,FOB,"-123.79599762, 39.4743003845"
seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,0.0,US,Poulsbo,PUL,"-122.64700317383, 47.734001159668"
heliport,Century City Heliport,473.0,US,Los Angeles,CCD,"-118.417999268, 34.060798645"
seaplane_base,Meyers Chuck Seaplane Base,0.0,US,Meyers Chuck,WMK,"-132.255004883, 55.7396011353"
small_airport,Maxson Airfield,340.0,US,Alexandria Bay,AXB,"-75.90034, 44.312002"
small_airport,Reese Airpark,3338.0,US,Lubbock,REE,"-102.03700256348, 33.590301513672"
small_airport,Waldronaire Airport,140.0,US,East Sound,WDN,"-123.017997742, 48.7117996216"
seaplane_base,Whale Pass Seaplane Float Harbor Facility,0.0,US,Whale Pass,WWP,"-133.121994, 56.116299"
small_airport,Chuathbaluk Airport,244.0,US,Chuathbaluk,CHU,"-159.216003, 61.579102"
small_airport,Ugashik Airport,25.0,US,Ugashik,UGS,"-157.399002075, 57.5279006958"
small_airport,Marlboro Airport,285.0,US,Marlboro,MXG,"-71.509002, 42.343201"
seaplane_base,Philadelphia Seaplane Base,0.0,US,Essington,PSQ,"-75.299598693848, 39.859001159668"
small_airport,Levelock Airport,39.0,US,Levelock,KLL,"-156.85899353, 59.128101348899996"
seaplane_base,Saginaw Seaplane Base,0.0,US,Saginaw Bay,SGW,"-134.158004761, 56.8862991333"
small_airport,Tuntutuliak Airport,16.0,US,Tuntutuliak,WTL,"-162.667007446, 60.3353004456"
small_airport,Twin Hills Airport,82.0,US,Twin Hills,TWA,"-160.27299499512, 59.07559967041"
small_airport,Chignik Lake Airport,50.0,US,Chignik Lake,KCQ,"-158.774993896, 56.2550010681"
small_airport,Adado Airport,1001.0,SO,Adado,AAD,"46.6375, 6.095802"
small_airport,Atkamba Airport,150.0,PG,Atkamba Mission,ABP,"141.095277778, -6.0655555555600005"
closed,Abau Airport,10.0,PG,Abau,ABW,"148.7389, -10.1956"
heliport,Andorra la Vella Heliport,3450.0,AD,Andorra La Vella,ALV,"1.533551, 42.511174"
small_airport,Andakombe Airport,3600.0,PG,Andekombe,ADC,"145.744722222, -7.13722222222"
small_airport,El Daein Airport,1560.0,SD,El Daein,ADV,"26.1186, 11.4023"
seaplane_base,Jebel Ali Seaplane Base,0.0,AE,Jebel Ali,DJH,"55.023796, 24.988967"
small_airport,Adareil Airport,1301.0,SS,nan,AEE,"32.9594444444, 10.0536111111"
heliport,Algeciras Heliport,98.0,ES,Algeciras,AEI,"-5.441118, 36.12888"
small_airport,Aseki Airport,4106.0,PG,Aseki,AEK,"146.19386673, -7.35080485552"
small_airport,Ar Horqin Airport,1335.0,CN,Chifeng,AEQ,"120.15958, 43.87042"
small_airport,OrÅ«zgÄn Airport,6725.0,AF,OrÅ«zgÄn,URZ,"66.630897522, 32.9029998779"
small_airport,Salerno Landing Zone Airport,3780.0,AF,nan,OLR,"69.9561004639, 33.363800048799995"
seaplane_base,Kondavattavana Tank Seaplane Base,95.0,LK,Ampara,AFK,"81.644, 7.284"
small_airport,Afore Airstrip,2500.0,PG,nan,AFR,"148.390833333, -9.142222222220001"
small_airport,Afutara Aerodrome,23.0,SB,Bila,AFT,"160.948611111, -9.19138888889"
small_airport,Ulawa Airport,40.0,SB,Arona,RNA,"161.979546547, -9.86054358262"
small_airport,Uru Harbour Airport,,SB,Atoifi,ATD,"161.011002, -8.87333"
small_airport,Barakoma Airport,,SB,Barakoma,VEV,"156.70599365234375, -7.912779808044434"
small_airport,Geva Airport,,SB,Liangia,GEF,"156.5970001220703, -7.575829982757568"
small_airport,Angoram Airport,75.0,PG,Angoram,AGG,"144.073888889, -4.05583333333"
small_airport,Gwaunaru'u Airport,5.0,SB,Auki,AKS,"160.682007, -8.70257"
small_airport,Bellona/Anua Airport,60.0,SB,Anua,BNY,"159.798333333, -11.302222222200001"
small_airport,Choiseul Bay Airport,,SB,nan,CHY,"156.396111, -6.711944"
small_airport,Ballalae Airport,5.0,SB,Ballalae,BAS,"155.886656, -6.990745"
small_airport,Fera/Maringe Airport,,SB,Fera Island,FRE,"159.576996, -8.1075"
medium_airport,Honiara International Airport,28.0,SB,Honiara,HIR,"160.05499267578, -9.4280004501343"
small_airport,Babanakira Airport,,SB,Mbambanakira,MBU,"159.83900451660156, -9.7475004196167"
small_airport,Avu Avu Airport,25.0,SB,nan,AVU,"160.410555556, -9.86833333333"
small_airport,Ngorangora Airport,54.0,SB,Kirakira,IRA,"161.897994995, -10.449700355500001"
small_airport,Santa Cruz/Graciosa Bay/Luova Airport,18.0,SB,Santa Cruz/Graciosa Bay/Luova,SCZ,"165.7949981689453, -10.72029972076416"
medium_airport,Munda Airport,10.0,SB,nan,MUA,"157.26300048828125, -8.327969551086426"
small_airport,Nusatupe Airport,13.0,SB,Gizo,GZO,"156.863998413, -8.09778022766"
small_airport,Mono Airport,,SB,Stirling Island,MNY,"155.56500244140625, -7.416940212249756"
small_airport,Parasi Airport,,SB,Parasi,PRS,"161.4250030517578, -9.641670227050781"
closed,Ontong Java Atoll Airstrip,10.0,SB,Ontong Java Atoll,OTV,"159.527777778, -5.515"
small_airport,Rennell/Tingoa Airport,,SB,Rennell Island,RNL,"160.06300354003906, -11.533900260925293"
small_airport,Sege Airport,,SB,Sege,EGM,"157.87600708007812, -8.578889846801758"
small_airport,Santa Ana Airport,3.0,SB,Santa Ana Island,NNB,"162.454108, -10.847994"
small_airport,Marau Airport,,SB,Marau,RUS,"160.824996948, -9.861669540409999"
small_airport,Suavanao Airport,,SB,Suavanao,VAO,"158.7310028076172, -7.585559844970703"
small_airport,Yandina Airport,60.0,SB,Yandina,XYA,"159.21841, -9.092816"
small_airport,Kagua Airport,5350.0,PG,Kagua,AGK,"143.853611111, -6.396388888890001"
small_airport,Kaghau Airport,30.0,SB,Kagau Island,KGE,"157.585, -7.3305"
small_airport,Kukudu Airport,32.0,SB,Kolombangara Island,KUE,"156.94783, -8.0262"
small_airport,Kwailabesi Airport,52.0,SB,Kwailabesi,KWS,"160.775127, -8.360508"
small_airport,Wanigela Airport,53.0,PG,nan,AGL,"149.155555556, -9.3375"
small_airport,Nana Airport,60.0,SB,Star Harbor,NAZ,"162.2049, -10.6758"
small_airport,Ringi Cove Airport,,SB,Ringi Cove,RIN,"157.14300537109375, -8.12639045715332"
small_airport,Ramata Airport,,SB,Ramata,RBV,"157.64300537109375, -8.168060302734375"
heliport,Tulaghi Heliport,3.0,SB,Tulaghi Island,TLG,"160.149166667, -9.108"
small_airport,Argyle Downs Airport,407.0,AU,Argyle Downs,AGY,"128.9245, -16.514"
medium_airport,Hongyuan Airport,11600.0,CN,Aba,AHJ,"102.35224, 32.53154"
closed,Amchitka Army Airfield,215.0,US,Amchitka Island,AHT,"179.259166667, 51.3777777778"
small_airport,Ambatolhy Airport,340.0,MG,Ambatolahy,AHY,"45.535, -20.015833333299998"
small_airport,Aiome Airport,350.0,PG,Aiome,AIE,"144.7307003, -5.145699978"
small_airport,Aiambak Airport,90.0,PG,Aiambak,AIH,"141.2675, -7.342777777779999"
small_airport,Ailinglaplap Airok Airport,16.0,MH,Bigatyelang Island,AIC,"168.8257, 7.279422"
small_airport,Chena Hot Springs Airport,1195.0,US,Chena Hot Springs,CEX,"-146.04699707, 65.0518035889"
small_airport,Solomon State Field,25.0,US,Solomon,SOL,"-164.4457, 64.5605"
small_airport,Herendeen Bay Airport,20.0,US,Herendeen Bay,HED,"-160.899002075, 55.801399231"
small_airport,Taylor Airport,440.0,US,Taylor,TWE,"-164.798995972, 65.6792984009"
seaplane_base,Tikchik Lodge Seaplane Base,304.0,US,Tikchik,KTH,"-158.477005005, 59.9631996155"
seaplane_base,Naukati Bay Seaplane Base,,US,Tuxekan Island,NKI,"-133.227994, 55.849602"
small_airport,Lonely Air Station,17.0,US,Lonely,LNI,"-153.2420044, 70.91069794"
small_airport,Candle 2 Airport,15.0,US,Candle,CDL,"-161.925994873, 65.907699585"
seaplane_base,Amook Bay Seaplane Base,,US,Amook Bay,AOS,"-153.815002441, 57.4715003967"
small_airport,Bartletts Airport,50.0,US,Egegik,BSZ,"-157.352005005, 58.2162017822"
small_airport,Boswell Bay Airport,230.0,US,Boswell Bay,BSW,"-146.145996094, 60.4230995178"
small_airport,Zakuoma Airport,1370.0,TD,ZaKouma,AKM,"19.8172222222, 10.8902777778"
small_airport,Sharpe Field,253.0,US,Tuskegee,TGE,"-85.7755966187, 32.4919013977"
seaplane_base,Alitak Seaplane Base,,US,Lazy Bay,ALZ,"-154.248001099, 56.8995018005"
small_airport,Mar de CortÃ©s International Airport,71.0,MX,Puerto PeÃ±asco,PPE,"-113.305177, 31.351987"
small_airport,Alto Molocue Airport,1950.0,MZ,Alto Molocue,AME,"37.6813888889, -15.6102777778"
small_airport,Ama Airport,145.0,PG,nan,AMF,"141.67, -4.10111111111"
small_airport,Amanab Airport,1307.0,PG,Amanab,AMU,"141.214333333, -3.586"
small_airport,Ambatomainty Airport,1025.0,MG,nan,AMY,"45.623888888900005, -17.6866666667"
closed,Anuha Island Resort Airport,22.0,SB,Anhua Island,ANH,"160.225, -9.00138888889"
medium_airport,Nauru International Airport,22.0,NR,Yaren District,INU,"166.919006, -0.547458"
small_airport,Angus Downs Airport,1724.0,AU,Angus Downs Station,ANZ,"132.2748, -25.0325"
small_airport,Andulo Airport,,AO,nan,ANL,"16.710899353, -11.472299575800001"
small_airport,Cangamba Airport,3894.0,AO,Cangamba,CNZ,"19.861099, -13.7106"
small_airport,Dirico Airport,3504.0,AO,Dirico,DRC,"20.7680606842041, -17.981924057006836"
small_airport,Lumbala Airport,3510.0,AO,Lumbala,GGC,"22.5868206024, -12.6398773193"
small_airport,Jamba Airport,4912.0,AO,Jamba,JMB,"16.070148468017578, -14.698192596435547"
small_airport,Capanda Airport,3366.0,AO,Capanda,KNP,"15.4553194046, -9.76937007904"
small_airport,Ndalatandos Airport,2684.0,AO,Ndalatandos,NDF,"14.977242469787598, -9.275188446044922"
closed,Aroa Airport,20.0,PG,Agevairu,AOA,"146.8, -9.0254"
small_airport,Annanberg Airport,130.0,PG,nan,AOB,"144.635833333, -4.90416666667"
small_airport,Abou-DeÃ¯a Airport,1592.0,TD,Abou-DeÃ¯a,AOD,"19.2874, 11.4773"
small_airport,Asapa Airport,1930.0,PG,nan,APP,"148.103611111, -8.97916666667"
small_airport,April River Airport,220.0,PG,April River,APR,"142.540138889, -4.67666666667"
small_airport,Girdwood Airport,150.0,US,Girdwood,AQY,"-149.126007, 60.966099"
small_airport,Bragado Airport,196.0,AR,Bragado,QRF,"-60.4803, -35.144"
small_airport,Caleta Olivia Airport,37.0,AR,Caleta Olivia,CVI,"-67.5186004639, -46.4318008423"
small_airport,Charata Airport,318.0,AR,Charata,CNT,"-61.2103, -27.2164"
small_airport,General Villegas Airport,383.0,AR,General Villegas,VGS,"-63, -35"
small_airport,Los Menucos Airport,2571.0,AR,Los Menucos,LMD,"-68.074699, -40.817699"
closed,Saenz PeÃ±a Airport,20.0,AR,Presidencia Roque SÃ¡enz PeÃ±a,SZQ,"-60.448299407958984, -26.815799713134766"
small_airport,Valcheta Airport,629.0,AR,Valcheta,VCF,"-66.1500015259, -40.7000007629"
small_airport,Sunchales Aeroclub Airport,311.0,AR,Sunchales,NCJ,"-61.5283, -30.9575"
small_airport,Carmen De Patagones Airport,131.0,AR,Carmen de Patagones,CPG,"-62.9803, -40.7781"
small_airport,Termal Airport,308.0,AR,Presidencia Roque SÃ¡enz PeÃ±a,PRQ,"-60.492222, -26.753611"
small_airport,Colonia Sarmiento Airport,877.0,AR,Sarmiento,OLN,"-68.999841, -45.582371"
small_airport,Aragip Airport,1750.0,PG,nan,ARP,"149.483333333, -9.88333333333"
closed,Asbury Park Neptune Air Terminal,95.0,US,Asbury Park,ARX,"-74.0908333333, 40.2193055556"
small_airport,Tau Airport,185.0,AS,Tau Village,TAV,"-169.511001587, -14.2292003632"
small_airport,Asirim Airport,1050.0,PG,nan,ASZ,"150.368611111, -6.009722222220001"
small_airport,Namatanai Airport,150.0,PG,Namatanai,ATN,"152.438, -3.6695"
small_airport,Aitape Airport,10.0,PG,Aitape,ATP,"142.346805556, -3.1436111111100002"
small_airport,Lady Elliot Island Airstrip,20.0,AU,Lady Elliot Island,LYT,"152.7156, -24.1129"
small_airport,Agnew Airport,,AU,Agnew,AGW,"142.1490020751953, -12.145600318908691"
small_airport,Alroy Downs Airport,,AU,Alroy Downs,AYD,"136.07899475097656, -19.290800094604492"
small_airport,Baniyala Airport,20.0,AU,Baniyala,BYX,"136.227005005, -13.19810009"
small_airport,Coolibah Airport,,AU,Coolibah,COB,"130.96200561523438, -15.548299789428711"
small_airport,Coorabie Airport,,AU,Coorabie,CRJ,"132.29600524902344, -31.894399642944336"
small_airport,Carlton Hill Airport,,AU,Carlton Hill,CRY,"128.53399658203125, -15.501899719238281"
small_airport,Cresswell Downs Airport,,AU,Cresswell Downs,CSD,"135.91600036621094, -17.947999954223633"
small_airport,Diamantina Lakes Airport,,AU,Diamantina Lakes,DYM,"141.14500427246094, -23.761699676513672"
seaplane_base,Hayman Island Resort Seaplane Base,,AU,Hayman Island,HIS,"148.88099670410156, -20.059999465942383"
small_airport,Helenvale Airport,,AU,Helenvale,HLV,"145.21499633789062, -15.685799598693848"
small_airport,Kimberley Downs Airport,,AU,Kimberley Downs,KBD,"124.3550033569336, -17.39780044555664"
small_airport,Kulgera Airport,,AU,Kulgera,KGR,"133.29200744628906, -25.84280014038086"
small_airport,Miranda Downs Airport,,AU,Miranda Downs,MWY,"141.886002, -17.328899"
small_airport,Camballin Airport,,AU,Myroodah,MYO,"124.27200317382812, -18.12470054626465"
small_airport,Orchid Beach Airport,71.0,AU,Orchid Beach,OKB,"153.31500244141, -24.959400177002"
small_airport,Peppimenarti Airport,83.0,AU,Peppimenarti,PEP,"130.091003418, -14.144200325"
small_airport,Rockhampton Downs Airport,,AU,Rockhampton Downs,RDA,"135.2010040283203, -18.95330047607422"
small_airport,Sturt Creek Airport,,AU,Sturt Creek,SSK,"128.1739959716797, -19.166400909423828"
small_airport,Shaw River Airport,,AU,Shaw River,SWB,"119.36199951171875, -21.510299682617188"
small_airport,Tom Price Airport,2300.0,AU,Tom Price,TPR,"117.869003296, -22.746000289900003"
small_airport,Torwood Airport,,AU,Torwood,TWP,"143.75, -17.363300323486328"
small_airport,Springvale Airport,,AU,Springvale,ZVG,"127.66999816894531, -17.78689956665039"
small_airport,Aua Island Airport,4.0,PG,Aua Island,AUI,"143.064722222, -1.46055555556"
small_airport,Ambunti Airport,50.0,PG,Ambunti,AUJ,"142.823166667, -4.21566666667"
small_airport,Agaun Airport,3200.0,PG,nan,AUP,"149.385667, -9.930833"
closed,Austin Robert Mueller Municipal,,US,nan,AUS,"-97.6997852325, 30.2987223546"
small_airport,Aumo Airport,450.0,PG,Aumo,AUV,"148.445277778, -5.731111111110001"
small_airport,Alowe Airport,600.0,GA,Wonga WonguÃ© Presidential Reserve,AWE,"9.444, -0.545"
closed,Awar Airport,35.0,PG,Awar,AWR,"144.853, -4.124"
medium_airport,Alxa Left Banner Bayanhot Airport,4560.0,CN,Bayanhot,AXF,"105.58858, 38.74831"
small_airport,Kompiam Airport,5100.0,PG,nan,KPM,"143.924722222, -5.38166666667"
medium_airport,Buka Airport,11.0,PG,Buka Island,BUA,"154.67300415039062, -5.4223198890686035"
small_airport,Biaru Airport,4900.0,PG,Biaru,BRP,"146.7594, -7.6693"
medium_airport,Chimbu Airport,4974.0,PG,Kundiawa,CMU,"144.9709930419922, -6.024290084838867"
small_airport,Munduku Airport,100.0,PG,Munduku,MDM,"143.4516, -4.6204"
small_airport,Kondobol Airport,132.0,PG,Kondobol,KPF,"142.5049, -8.5336"
small_airport,Dinangat Airport,5309.0,PG,Dinangat,DNU,"146.6772, -6.1546"
small_airport,Doini Airport,31.0,PG,Castori Islets,DOI,"150.7218, -10.7009"
medium_airport,Daru Airport,20.0,PG,Daru,DAU,"143.207992554, -9.08675956726"
small_airport,Embessa Airport,131.0,PG,Embessa,EMS,"148.7628, -9.447"
small_airport,Edwaki Airport,190.0,PG,Yellow River Mission,XYR,"141.792234, -3.883986"
small_airport,Eliptamin Airport,4825.0,PG,Eliptamin,EPT,"141.6779, -5.0412"
small_airport,Engati Airstrip,3715.0,PG,Engati,EGA,"146.1053, -6.9179"
small_airport,Emo River Airstrip,2240.0,PG,Emo Mission,EMO,"148.0415, -9.1234"
small_airport,Erume Airport,6690.0,PG,Erume,ERU,"146.9747, -8.2538"
small_airport,Meselia Airport,180.0,PG,Demgulu,MFZ,"149.1183, -6.1364"
small_airport,Feramin Airport,4655.0,PG,Feramin,FRQ,"141.6988, -5.208"
small_airport,Frieda River Airport,217.0,PG,Frieda River,FAQ,"141.960138, -4.610468"
small_airport,Fuma Airport,466.0,PG,Fuma,FUM,"142.4408, -6.3933"
medium_airport,Goroka Airport,5282.0,PG,Goronka,GKA,"145.391998291, -6.081689834590001"
small_airport,Guari Airport,6450.0,PG,Guari,GUG,"146.8722, -8.1286"
small_airport,Garasa Airport,2539.0,PG,Au,GRL,"147.213461, -7.980713"
medium_airport,Gurney Airport,88.0,PG,Gurney,GUR,"150.333999634, -10.3114995956"
small_airport,Gusap Airport,1504.0,PG,Gusap,GAP,"145.959047, -6.053196"
medium_airport,Girua Airport,311.0,PG,Popondetta,PNP,"148.309005737, -8.80453968048"
small_airport,Gasuke Airport,157.0,PG,Gasuke,GBC,"141.7393, -6.1028"
small_airport,Habi Airport,993.0,PG,Habi,HBD,"142.4893, -6.32"
small_airport,Heiweni Airport,3480.0,PG,Heiweni,HNI,"146.4276, -7.4223"
small_airport,Honinabi Airport,452.0,PG,Honinabi,HNN,"142.1771, -16.2457"
medium_airport,Kimbe Airport,66.0,PG,Hoskins,HKN,"150.40499877929688, -5.462170124053955"
small_airport,Haivaro Airport,180.0,PG,Haivaro,HIT,"143.059, -6.9406"
small_airport,Imane Airport,3860.0,PG,Imane,IMN,"146.1072, -6.7524"
small_airport,Kungim Airport,349.0,PG,Kungim,KGM,"141.03, -5.671"
small_airport,Imonda Airport,990.0,PG,Imonda,IMD,"141.1573, -3.328"
small_airport,Ialibu Airport,6736.0,PG,Ialibu,IAL,"143.9944, -6.2782"
small_airport,Witu Airport,25.0,PG,Garove Island,WIU,"149.440112, -4.689522"
small_airport,Yongai Airport,6500.0,PG,Yongai,KGH,"147.4603, -8.5289"
small_airport,Losuia Airport,27.0,PG,Losuia,LSA,"151.08099365234375, -8.505820274353027"
small_airport,Kopiago Airport,4445.0,PG,Kopiago,KPA,"142.4977, -5.3883"
small_airport,Kiunga Airport,88.0,PG,Kiunga,UNG,"141.28199768066406, -6.1257100105285645"
small_airport,Kanainj Airport,4064.0,PG,Kanainj,KNE,"144.7072, -5.2903"
small_airport,Kikori Airport,50.0,PG,Kikori,KRI,"144.2500762939453, -7.424379825592041"
medium_airport,Kerema Airport,10.0,PG,Kerema,KMA,"145.770996094, -7.96361017227"
small_airport,Kar Kar Airport,130.0,PG,Kar Kar Island,KRX,"145.9404, -4.557"
small_airport,Aropa Airport,20.0,PG,Kieta,KIE,"155.728139, -6.305417"
small_airport,Kuri Airport,35.0,PG,Kuri,KUQ,"143.276111, -7.135083"
medium_airport,Kavieng Airport,7.0,PG,Kavieng,KVG,"150.807998657, -2.57940006256"
small_airport,Londolovit Airport,167.0,PG,Londolovit,LNV,"152.628997803, -3.04361009598"
small_airport,Lab Lab Airport,160.0,PG,Lab Lab Mission,LAB,"148.0566, -5.7204"
small_airport,Lowai Airport,2900.0,PG,Lowai,LWI,"146.6458, -6.3344"
small_airport,Leron Plains Airport,680.0,PG,Leron Plains,LPN,"146.3434, -6.3917"
small_airport,Lese Airport,40.0,PG,Lese,LNG,"146.2765, -8.2799"
small_airport,Long Island Airport,116.0,PG,Long Island,LSJ,"147.0177, -5.3604"
seaplane_base,Yas Island Seaplane Base,0.0,AE,Abu Dhabi,AYM,"54.6103, 24.467"
small_airport,Manari Airport,2630.0,PG,Manari,MRM,"147.6219, -9.1908"
small_airport,Morobe Airport,8.0,PG,Morobe,OBM,"147.59, -7.74"
medium_airport,Madang Airport,20.0,PG,Madang,MAG,"145.789001465, -5.20707988739"
medium_airport,Mount Hagen Kagamuga Airport,5388.0,PG,Mount Hagen,HGU,"144.29600524902344, -5.826789855957031"
small_airport,Mougulu Airport,825.0,PG,Mougulu,GUV,"142.420775, -6.280859"
medium_airport,Mendi Airport,5680.0,PG,Mendi,MDU,"143.656998, -6.14774"
medium_airport,Momote Airport,12.0,PG,Manus Island,MAS,"147.423996, -2.06189"
small_airport,Moro Airport,2740.0,PG,Moro,MXH,"143.238006592, -6.36332988739"
small_airport,Misima Island Airport,26.0,PG,Misima Island,MIS,"152.837997437, -10.689200401299999"
small_airport,Marawaka Airport,6050.0,PG,Marawaka,MWG,"145.8849, -6.9736"
small_airport,Nankina Airport,5800.0,PG,Gwarawon,NKN,"146.4533, -5.837"
small_airport,Negarbo(Negabo) Airport,4500.0,PG,Negarbo,GBF,"144.703058, -6.567778"
small_airport,Manguna Airport,187.0,PG,Manguna,MFO,"151.792333, -5.577778"
small_airport,Kasonombe Airport,5800.0,PG,Kasonombe,KSB,"146.9859, -6.3819"
small_airport,Nomane Airport,6032.0,PG,Namane,NMN,"145.070667, -6.32183"
small_airport,Nambaiyufa Airport,5550.0,PG,Nambaiyufa,NBA,"145.2424, -6.2412"
medium_airport,Nadzab Airport,239.0,PG,Lae,LAE,"146.725977, -6.569803"
small_airport,Konge Airport,5900.0,PG,Konge,KGB,"147.2152, -6.2239"
small_airport,Oksapmin Airport,5140.0,PG,Oksapmin,OKP,"142.2259, -5.2261"
small_airport,Komako Airport,3960.0,PG,Komako,HOC,"145.8827, -7.3984"
small_airport,Komaio Airport,28.0,PG,Komaio,KCJ,"143.5952, -7.2714"
small_airport,Koroba Airport,5638.0,PG,Koroba,KDE,"142.7441, -5.6952"
small_airport,Open Bay Airport,33.0,PG,Maitanakunai,OPB,"151.696195, -4.794727"
small_airport,Pangoa Airport,60.0,PG,Pangoa,PGB,"141.5605, -7.0226"
small_airport,Pangia Airport,5340.0,PG,Pangia,PGN,"144.1084, -6.386"
small_airport,Mapoda Airport,45.0,PG,Mapoda,MPF,"143.1694, -7.979"
small_airport,Pumani Airport,427.0,PG,Pumani,PMN,"149.4766, -9.7469"
large_airport,Port Moresby Jacksons International Airport,146.0,PG,Port Moresby,POM,"147.22000122070312, -9.443380355834961"
small_airport,Sopu Airport,6580.0,PG,Sopu,SPH,"147.1659, -8.3038"
small_airport,Sialum Airport,170.0,PG,Sialum,SXA,"147.5955, -6.0908"
